regiÆo onde foi realizada a entrevista	idade: qual a sua idade (em anos completos)?	 rea	sexo	cor ou ra‡a	£ltima s‚rie escolar que concluiu com aprova‡Æo	at‚ que s‚rie o seu pai estudou	at‚ que s‚rie a sua mÆe estudou	renda total do chefe da fam¡lia no £ltimo mˆs	renda total de todos os moradores (parentes e agregados) no £ltimo mˆs	n£mero de moradores no domic¡lio (parentes e agregados)	no £ltimo mˆs, alguma pessoa deste domic¡lio recebeu rendimentos do bolsa fam¡li	religiÆo	mulheres que usam roupas que mostram o corpo merecem ser atacadas	as mulatas sÆo mais fogosas do que as mulheres brancas	d  para entender que um homem que cresceu em uma fam¡lia violenta agrida sua mul	os homens devem ser a cabe‡a do lar	casos de violˆncia dentro de casa devem ser discutidos somente entre os membros 	incomoda ver dois homens, ou duas mulheres, se beijando na boca em p£blico	se as mulheres soubessem como se comportar, haveria menos estupros	homem que bate na esposa tem que ir para a cadeia	‚ violˆncia falar mentiras sobre uma mulher para os outros	toda mulher sonha em se casar	o que acontece com o casal em casa nÆo interessa aos outros	quando h  violˆncia, os casais devem se separar	casais de pessoas do mesmo sexo devem ter os mesmos direitos dos outros casais	d  pra entender que um homem rasgue ou quebre as coisas da mulher se ficou nervo	um homem pode xingar e gritar com sua pr¢pria mulher	‚ da natureza do homem ser violento	em briga de marido e mulher, nÆo se mete a colher	a roupa suja deve ser lavada em casa	uma mulher s¢ se sente realizada quando tem filhos/as	a mulher casada deve satisfazer o marido na cama, mesmo quando nÆo tem vontade	piada de preto ‚ s¢ brincadeira, nÆo ‚ racismo	um casal de dois homens vive um amor tÆo bonito quanto entre um homem e uma mulh	mulher que ‚ agredida e continua com o parceiro gosta de apanhar	casamento de homem com homem ou de mulher com mulher deve ser proibido	a mulher que apanha em casa deve ficar quieta para nÆo prejudicar os filhos	a questÆo da violˆncia contra as mulheres recebe mais importƒncia do que merece	tem mulher que ‚ pra casar, tem mulher que ‚ pra cama
SUDESTE	38	metropolitano	masculino	branca	segunda s‚rie m‚dio	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo	1500	3500	2	2	cat¢lica	discorda total	neutro	discorda total	concorda parcial	concorda parcial	discorda total	discorda total	concorda parcial	discorda total	concorda parcial	concorda parcial	concorda total	concorda total	discorda total	discorda total	discorda total	concorda total	concorda total	concorda parcial	neutro	neutro	concorda total	concorda total	discorda total	discorda total	discorda total	concorda parcial
SUL	40	urbano	feminino	branca	m‚dio completo	quinta s‚rie fundamental	quinta s‚rie fundamental	1000	2000	4	2	cat¢lica	discorda total	discorda parcial	concorda parcial	discorda parcial	discorda parcial	discorda total	discorda total	concorda total	concorda parcial	concorda parcial	concorda total	concorda total	concorda parcial	discorda total	discorda total	discorda total	concorda parcial	concorda parcial	discorda parcial	discorda total	discorda total	concorda parcial	discorda total	discorda total	discorda total	concorda parcial	concorda parcial
SUL	65	urbano	feminino	branca	primeira s‚rie fundamental	nÆo sabe	nÆo sabe	650	1300	2	2	evang‚lica	discorda total	neutro	discorda total	discorda total	discorda parcial	discorda total	concorda parcial	concorda total	concorda total	discorda parcial	ns	concorda parcial	discorda total	neutro	discorda total	concorda total	concorda parcial	concorda total	concorda parcial	discorda total	discorda parcial	concorda parcial	discorda total	concorda total	discorda total	concorda parcial	concorda total
SUL	71	urbano	masculino	branca	m‚dio completo	quarta s‚rie fundamental incompleta	quarta s‚rie fundamental incompleta	1948	2600	2	2	cat¢lica	concorda parcial	concorda total	discorda total	concorda total	concorda total	concorda parcial	concorda total	concorda total	concorda parcial	concorda parcial	concorda total	concorda total	discorda total	discorda total	discorda total	concorda parcial	concorda total	concorda parcial	concorda parcial	concorda parcial	concorda parcial	discorda total	concorda total	concorda parcial	concorda parcial	discorda total	concorda parcial
NORTE	25	urbano	feminino	parda	m‚dio completo	segunda s‚rie m‚dio	segunda s‚rie m‚dio	2800	2800	5	1	cat¢lica	concorda parcial	concorda parcial	discorda total	concorda total	discorda total	discorda total	concorda parcial	concorda parcial	concorda parcial	concorda total	concorda total	concorda total	concorda parcial	discorda total	discorda total	discorda total	concorda total	concorda total	concorda parcial	concorda total	concorda total	concorda total	concorda total	concorda total	discorda total	discorda total	concorda total
SUL	17	urbano	feminino	branca	m‚dio completo	m‚dio completo	quarta s‚rie fundamental completa		1200	2	2	cat¢lica	neutro	ns	concorda total	discorda parcial	discorda total	discorda total	concorda total	concorda total	discorda total	concorda total	discorda total	concorda total	concorda total	discorda total	discorda total	discorda total	concorda total	concorda total	discorda parcial	concorda total	neutro	ns	discorda parcial	discorda total	discorda total	neutro	concorda total
SUL	30	urbano	feminino	parda	fundamental completa	analfabeto ou sem instru‡Æo	quarta s‚rie fundamental completa	700	1350	4	2	cat¢lica	discorda total	neutro	discorda total	discorda parcial	concorda parcial	concorda parcial	concorda parcial	concorda total	discorda total	discorda parcial	concorda total	concorda total	discorda total	discorda total	discorda total	discorda total	concorda parcial	concorda total	discorda parcial	discorda total	concorda parcial	discorda total	concorda parcial	discorda total	discorda total	discorda total	concorda parcial
SUL	71	urbano	masculino	branca	quarta s‚rie fundamental completa	analfabeto ou sem instru‡Æo	terceira s‚rie fundamental	1200	1200	2	2	sem	concorda parcial	concorda parcial	concorda total	concorda total	concorda total	concorda total	concorda parcial	discorda total	concorda total	concorda total	concorda total	discorda total	discorda total	discorda total	discorda total	discorda parcial	concorda total	concorda total	concorda parcial	concorda parcial	concorda parcial	discorda total	discorda total	concorda total	concorda parcial	concorda parcial	concorda parcial
SUL	53	urbano	masculino	branca	quinta s‚rie fundamental	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo	900	1800	2	2	cat¢lica	discorda total	discorda parcial	discorda total	concorda total	concorda parcial	concorda parcial	concorda parcial	concorda total	concorda total	concorda total	concorda total	concorda parcial	discorda total	discorda total	discorda total	discorda total	concorda parcial	concorda total	discorda parcial	concorda parcial	concorda parcial	discorda total	concorda parcial	discorda total	discorda total	discorda total	concorda parcial
SUL	75	urbano	masculino	parda	terceira s‚rie fundamental	segunda s‚rie fundamental	analfabeto ou sem instru‡Æo	1300	1300	2	2	evang‚lica	discorda total	discorda total	discorda total	concorda total	discorda parcial	concorda parcial	discorda total	concorda total	concorda parcial	concorda parcial	concorda total	concorda parcial	discorda total	discorda total	discorda total	concorda parcial	concorda total	concorda total	concorda parcial	concorda parcial	concorda parcial	discorda total	discorda total	concorda total	concorda parcial	discorda total	discorda total
NORTE	45	urbano	masculino	parda	primeira s‚rie m‚dio	nÆo conheceu	fundamental completa	1000	1000	3	1	cat¢lica	concorda parcial	ns	concorda parcial	concorda total	discorda total	discorda total	concorda total	concorda total	concorda parcial	concorda total	concorda total	concorda total	concorda parcial	discorda total	discorda total	discorda total	concorda parcial	concorda total	concorda parcial	concorda parcial	concorda parcial	concorda total	concorda total	concorda total	discorda total	discorda total	concorda total
SUL	28	urbano	masculino	branca	m‚dio completo	quarta s‚rie fundamental incompleta	analfabeto ou sem instru‡Æo	2300	2300	3	2	cat¢lica	discorda total	concorda total	concorda total	concorda total	concorda total	neutro	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	discorda total	discorda total	concorda total	concorda total	concorda parcial	concorda total	discorda total	concorda total	concorda total	discorda total	discorda total	concorda total	concorda total
SUDESTE	52	urbano	masculino	branca	m‚dio completo	segunda s‚rie fundamental	segunda s‚rie fundamental	800	1200	3	2	cat¢lica	discorda total	concorda parcial	discorda total	concorda total	concorda total	discorda total	discorda total	concorda total	discorda total	concorda total	concorda total	concorda total	concorda total	discorda total	discorda total	discorda total	concorda total	concorda total	concorda parcial	discorda total	discorda total	concorda total	concorda total	discorda total	discorda total	discorda total	concorda total
SUL	76	urbano	feminino	branca	primeira s‚rie fundamental	primeira s‚rie fundamental	analfabeto ou sem instru‡Æo	1300	1300	1	2	cat¢lica	concorda total	concorda total	concorda total	neutro	discorda total	concorda total	concorda parcial	neutro	neutro	concorda total	concorda total	discorda total	neutro	discorda total	discorda parcial	neutro	concorda total	concorda total	concorda total	ns	concorda total	discorda total	discorda total	concorda total	concorda parcial	discorda parcial	concorda parcial
SUL	65	urbano	masculino	branca	fundamental completa	segunda s‚rie fundamental	segunda s‚rie fundamental	1500	1500	1	2	cat¢lica	discorda total	neutro	discorda total	concorda parcial	discorda parcial	concorda parcial	concorda parcial	concorda total	concorda parcial	concorda parcial	concorda total	concorda total	discorda total	discorda total	discorda total	discorda total	concorda parcial	concorda total	concorda parcial	discorda total	concorda parcial	discorda total	concorda parcial	discorda total	discorda total	discorda total	concorda total
SUL	73	metropolitano	masculino	preta	terceira s‚rie fundamental	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo	678	1350	2	2	cat¢lica	discorda total	concorda parcial	discorda total	concorda total	discorda parcial	concorda parcial	concorda parcial	concorda total	concorda parcial	discorda parcial	concorda total	concorda parcial	discorda total	discorda total	discorda total	discorda total	concorda parcial	concorda parcial	discorda parcial	concorda parcial	concorda parcial	discorda total	concorda parcial	concorda parcial	discorda total	discorda total	concorda parcial
SUL	52	urbano	masculino	branca	s‚tima s‚rie fundamental	terceira s‚rie fundamental	segunda s‚rie fundamental	1600	2800	4	2	cat¢lica	discorda total	concorda parcial	concorda parcial	concorda parcial	discorda parcial	concorda parcial	concorda parcial	concorda total	discorda parcial	discorda parcial	concorda total	concorda total	concorda parcial	discorda total	concorda parcial	concorda parcial	concorda total	concorda total	discorda parcial	discorda total	discorda total	discorda total	discorda total	discorda total	discorda total	discorda total	concorda parcial
SUL	45	urbano	feminino	parda	quarta s‚rie fundamental completa	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo		1800	5	2	evang‚lica	discorda parcial	neutro	discorda total	concorda parcial	discorda total	concorda parcial	concorda parcial	discorda total	concorda parcial	concorda total	concorda parcial	discorda total	concorda parcial	discorda total	discorda total	concorda total	concorda total	concorda total	concorda parcial	discorda total	concorda total	discorda total	concorda parcial	concorda parcial	concorda total	discorda total	concorda parcial
NORTE	45	urbano	masculino	parda	fundamental completa	nÆo conheceu	primeira s‚rie fundamental	300	300	9	1	cat¢lica	concorda total	concorda parcial	discorda total	concorda total	concorda total	concorda total	concorda parcial	concorda parcial	concorda total	concorda parcial	concorda total	concorda total	concorda parcial	discorda total	discorda total	discorda total	concorda total	concorda total	concorda parcial	discorda total	concorda parcial	concorda parcial	concorda parcial	concorda parcial	discorda total	discorda total	concorda total
SUL	19	urbano	feminino	branca	m‚dio completo	m‚dio completo	m‚dio completo		800	4	2	cat¢lica	discorda total	discorda total	discorda total	concorda parcial	concorda total	discorda total	discorda total	concorda parcial	concorda parcial	discorda parcial	concorda total	concorda total	concorda parcial	discorda total	discorda total	concorda parcial	concorda parcial	concorda total	discorda parcial	discorda total	discorda total	concorda parcial	concorda total	discorda total	discorda total	discorda total	concorda total
CENTRO-OESTE	18	urbano	feminino	parda	m‚dio completo	cursou superior sem concluir	m‚dio completo			5	2	cat¢lica	concorda total	discorda total	discorda total	discorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	discorda total	discorda total	discorda total	concorda total	concorda total	concorda total	discorda total	concorda parcial	concorda parcial	concorda total	discorda total	discorda total	concorda parcial	discorda total
SUL	30	urbano	masculino	branca	fundamental completa	quarta s‚rie fundamental completa	quarta s‚rie fundamental completa	800	1900	4	2	evang‚lica	discorda parcial	ns	discorda total	concorda total	discorda parcial	concorda parcial	concorda parcial	concorda total	discorda total	concorda parcial	concorda total	discorda total	concorda parcial	discorda total	concorda parcial	concorda total	concorda total	concorda parcial	discorda parcial	neutro	concorda parcial	discorda total	concorda total	neutro	concorda parcial	discorda total	neutro
SUL	48	metropolitano	feminino	parda	oitava s‚rie fundamental incompleta	quarta s‚rie fundamental incompleta	terceira s‚rie fundamental		1700	3	2	cat¢lica	discorda parcial	discorda parcial	discorda total	discorda parcial	concorda parcial	discorda total	concorda total	concorda total	discorda parcial	discorda parcial	concorda parcial	concorda total	concorda parcial	discorda total	discorda total	discorda parcial	concorda parcial	concorda parcial	discorda parcial	discorda total	concorda parcial	discorda total	concorda parcial	concorda parcial	discorda total	discorda parcial	concorda parcial
SUDESTE	30	metropolitano	masculino	parda	fundamental completa	nÆo sabe	nÆo sabe	1500	1500	2	2	cat¢lica	discorda total	concorda total	concorda total	concorda parcial	discorda total	concorda parcial	concorda total	concorda total	neutro	concorda parcial	discorda total	concorda total	concorda total	discorda total	discorda total	discorda total	concorda total	concorda total	concorda parcial	discorda total	neutro	concorda parcial	discorda total	concorda parcial	discorda total	discorda total	concorda total
SUL	44	urbano	feminino	parda	segunda s‚rie fundamental	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo	1000	1000	3	2	cat¢lica	discorda total	neutro	discorda total	concorda total	concorda parcial	discorda total	concorda parcial	concorda total	concorda total	concorda parcial	concorda total	concorda parcial	concorda parcial	discorda total	discorda total	discorda total	concorda total	concorda total	concorda parcial	discorda total	discorda total	concorda total	concorda total	discorda total	discorda total	discorda total	concorda parcial
SUL	64	urbano	masculino	parda	terceira s‚rie fundamental	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo	678	678	4	1	cat¢lica	discorda total	neutro	discorda total	concorda total	discorda total	discorda total	discorda parcial	concorda total	concorda parcial	discorda parcial	concorda total	concorda parcial	discorda total	discorda total	discorda total	discorda total	discorda parcial	concorda parcial	discorda parcial	discorda total	concorda parcial	discorda total	concorda total	discorda total	discorda total	discorda total	concorda parcial
NORTE	56	urbano	feminino	parda	quarta s‚rie fundamental incompleta	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo	500	500	3	2	cat¢lica	concorda parcial	ns	discorda total	concorda parcial	concorda total	concorda total	concorda parcial	concorda total	concorda parcial	concorda total	concorda total	concorda parcial	concorda total	discorda total	discorda total	discorda total	concorda total	concorda total	concorda parcial	discorda total	concorda parcial	concorda parcial	concorda total	ns	discorda total	discorda parcial	concorda total
SUL	65	urbano	masculino	branca	quarta s‚rie fundamental incompleta	nÆo sabe	nÆo sabe		650	2	2	cat¢lica	discorda total	neutro	concorda total	concorda total	discorda total	neutro	concorda total	concorda total	concorda total	concorda parcial	concorda parcial	concorda total	concorda total	discorda total	discorda total	discorda total	discorda total	concorda total	discorda total	discorda total	discorda total	discorda total	discorda total	neutro	discorda total	concorda total	neutro
SUDESTE	21	urbano	feminino	branca	segunda s‚rie m‚dio	s‚tima s‚rie fundamental	segunda s‚rie m‚dio	1200	1200	4	2	sem	discorda total	ns	concorda total	discorda total	concorda total	discorda total	discorda total	concorda total	discorda total	concorda total	concorda total	discorda parcial	concorda parcial	discorda total	discorda total	discorda total	concorda total	concorda total	discorda total	discorda total	discorda total	ns	concorda total	discorda total	discorda total	discorda total	concorda total
SUL	83	urbano	feminino	branca	segunda s‚rie fundamental	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo	678	1600	2	2	cat¢lica	discorda total	discorda parcial	discorda total	concorda total	concorda parcial	discorda total	concorda parcial	concorda total	concorda parcial	concorda parcial	concorda total	concorda parcial	discorda total	discorda total	discorda total	concorda parcial	concorda total	concorda total	concorda parcial	concorda parcial	concorda parcial	neutro	discorda parcial	concorda parcial	concorda parcial	concorda parcial	concorda parcial
SUL	25	metropolitano	masculino	parda	cursou superior sem concluir	m‚dio completo	m‚dio completo	2000	2000	3	2	cat¢lica	discorda total	discorda parcial	concorda parcial	discorda parcial	discorda parcial	discorda parcial	discorda parcial	concorda total	discorda parcial	concorda parcial	concorda total	concorda parcial	discorda total	concorda parcial	discorda parcial	discorda total	concorda total	concorda total	discorda parcial	concorda parcial	concorda parcial	discorda total	concorda total	discorda total	discorda total	discorda total	concorda parcial
NORTE	30	urbano	feminino	parda	terceira s‚rie fundamental	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo	400	400	4	1	cat¢lica	concorda parcial	neutro	discorda total	concorda total	concorda parcial	discorda total	concorda total	concorda total	concorda parcial	concorda total	concorda parcial	concorda total	concorda total	discorda total	discorda total	discorda total	concorda total	concorda parcial	concorda parcial	discorda total	discorda parcial	concorda parcial	concorda parcial	discorda total	discorda total	concorda parcial	concorda total
SUL	41	urbano	masculino	branca	fundamental completa	quinta s‚rie fundamental	s‚tima s‚rie fundamental	1800	2400	5	2	cat¢lica	discorda parcial	discorda total	concorda parcial	concorda parcial	concorda parcial	concorda parcial	concorda parcial	concorda total	concorda parcial	discorda parcial	concorda parcial	concorda total	concorda parcial	discorda total	discorda total	discorda total	discorda parcial	concorda parcial	discorda parcial	discorda total	discorda total	discorda parcial	discorda total	discorda total	discorda total	discorda parcial	concorda total
SUDESTE	24	urbano	masculino	branca	quinta s‚rie fundamental	nÆo sabe	nÆo sabe	2000	6000	5	2	evang‚lica	discorda total	discorda total	discorda total	discorda total	concorda total	discorda total	discorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda parcial	discorda total	discorda total	discorda total	concorda total	concorda total	concorda total	concorda parcial	concorda total	discorda total	concorda total	discorda total	discorda total	discorda total	concorda total
SUL	38	urbano	feminino	branca	sexta s‚rie fundamental	fundamental completa	fundamental completa	800	1800	4	2	cat¢lica	discorda total	discorda parcial	concorda parcial	discorda parcial	discorda total	discorda total	discorda total	concorda total	concorda parcial	concorda parcial	concorda total	concorda parcial	discorda total	discorda total	discorda total	concorda parcial	concorda total	concorda total	discorda parcial	discorda total	concorda parcial	concorda parcial	concorda parcial	discorda total	discorda total	discorda total	concorda parcial
SUL	43	metropolitano	masculino	branca	m‚dio completo	primeira s‚rie m‚dio	primeira s‚rie m‚dio	1300	2500	4	2	cat¢lica	discorda total	discorda parcial	concorda parcial	discorda parcial	discorda parcial	discorda total	discorda parcial	concorda total	concorda parcial	concorda parcial	concorda total	concorda total	discorda total	discorda total	discorda total	concorda parcial	concorda total	concorda total	discorda parcial	discorda total	concorda parcial	discorda total	discorda parcial	discorda total	discorda total	discorda total	concorda total
NORDESTE	37	urbano	feminino	branca	m‚dio completo	analfabeto ou sem instru‡Æo	analfabeto ou sem instru‡Æo	300	1300	2	2	evang‚lica	concorda total	discorda total	discorda total	concorda parcial	discorda total	concorda parcial	concorda parcial	concorda total	concorda parcial	discorda parcial	neutro	concorda total	concorda parcial	concorda total	discorda total	concorda parcial	concorda parcial	concorda total	concorda parcial	concorda parcial	discorda parcial	concorda total	concorda total	concorda total	discorda total	discorda total	concorda total
NORDESTE	25	urbano	feminino	parda	m‚dio completo	terceira s‚rie m‚dio incompleto	quinta s‚rie fundamental	678	1300	3	2	cat¢lica	concorda total	ns	discorda total	discorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	concorda total	discorda total	concorda total	discorda total	ns	concorda total	concorda total	concorda total	discorda total	discorda total	discorda total	concorda total	concorda total	discorda total	discorda total	concorda total
